t,o,c,h,l,v
2013-11-14,9.261333333333335,9.173333333333334,9.360000000000003,8.940733333333334,12203700.0
2013-11-15,9.123333333333333,9.03,9.196666666666665,8.956666666666667,9900200.0
2013-11-18,9.018,8.105333333333332,9.03,7.974,23138200.0
2013-11-19,7.962000000000001,8.406,8.6,7.9479999999999995,19816200.0
2013-11-20,8.405333333333333,8.074,8.496666666666666,7.937333333333333,13849600.0
2013-11-21,8.192666666666666,8.139999999999999,8.319266666666667,8.016666666666666,11903800.0
2013-11-22,8.105333333333334,8.092,8.183333333333335,7.862000000000002,11096700.0
2013-11-25,8.3,8.056000000000001,8.389333333333333,8.02,10267300.0
2013-11-26,7.958666666666666,8.033333333333333,8.181333333333333,7.739999999999999,13885500.0
2013-11-27,8.106666666666666,8.462666666666667,8.463333333333333,7.968,12367600.0
2013-11-29,8.651333333333334,8.485333333333333,8.706,8.465333333333334,9716200.0
2013-12-02,8.423333333333332,8.278,8.57,8.262066666666666,7751200.0
2013-12-03,8.845333333333334,9.646666666666667,9.662666666666667,8.772666666666666,25682400.0
2013-12-04,9.621333333333332,9.263333333333332,9.628666666666668,9.142,13147700.0
2013-12-05,9.343333333333334,9.365333333333332,9.556666666666667,9.3,9288400.0
2013-12-06,9.434,9.157333333333334,9.499333333333334,9.086666666666668,7909600.0
2013-12-09,9.133333333333333,9.44,9.446666666666665,8.947333333333333,9061500.0
2013-12-10,9.336666666666668,9.479333333333333,9.724666666666668,9.324000000000002,10748200.0
2013-12-11,9.458666666666666,9.31,9.536666666666667,9.299333333333333,7137800.0
2013-12-12,9.313333333333333,9.831333333333333,9.882666666666667,9.235333333333333,10767800.0
2013-12-13,9.870000000000001,9.8436,10.120000000000001,9.821333333333333,10591900.0
2013-12-16,9.898666666666665,9.862666666666666,10.028666666666666,9.74,6675300.0
2013-12-17,9.838666666666667,10.164,10.308666666666666,9.7549,10495000.0
2013-12-18,10.149333333333335,9.865333333333332,10.326666666666666,9.729999999999999,11581900.0
2013-12-19,9.793333333333333,9.381333333333334,9.8,9.273333333333333,12740000.0
2013-12-20,9.438666666666668,9.549333333333333,9.623333333333333,9.438666666666668,7412600.0
2013-12-23,9.656666666666666,9.57,9.749333333333334,9.506733333333333,5385500.0
2013-12-24,10.0,10.094,10.331333333333333,9.988,9941500.0
2013-12-26,10.335999999999999,10.366666666666667,10.533333333333333,10.286,7129500.0
2013-12-27,10.353333333333333,10.074666666666667,10.36666,10.053333333333335,5460200.0
2013-12-30,10.074666666666667,10.162666666666667,10.320666666666666,10.05,4467500.0
2013-12-31,10.154666666666666,10.0286,10.213333333333333,9.910733333333333,4262400.0
2014-01-02,9.986666666666668,10.006666666666666,10.165126666666666,9.770000000000001,6188400.0
2014-01-03,10.0,9.970666666666666,10.145999999999999,9.906733333333333,4695000.0
2014-01-06,10.0,9.8,10.026666666666667,9.682666666666668,5361100.0
2014-01-07,9.841333333333333,9.957333333333334,10.026666666666667,9.683333333333334,5034100.0
2014-01-08,9.923333333333332,10.085333333333333,10.246666666666666,9.917333333333332,6163200.0
2014-01-09,10.166666666666666,9.835333333333333,10.228666666666667,9.79,5382000.0
2014-01-10,9.897333333333334,9.71466,9.926666666666668,9.483333333333333,7446100.0
2014-01-13,9.718666666666667,9.289333333333333,9.8,9.187999999999999,6316100.0
2014-01-14,9.366666666666667,10.751333333333333,10.8,9.1114,27607000.0
2014-01-15,11.229999999999999,10.942,11.482,10.806666666666667,20465600.0
2014-01-16,10.833333333333334,11.398,11.513333333333332,10.826666666666666,11959400.0
2014-01-17,11.346,11.334,11.546666666666665,11.196666666666665,9206200.0
2014-01-21,11.416,11.778666666666668,11.819333333333333,11.387333333333334,9734700.0
2014-01-22,11.854,11.904,12.021266666666666,11.650666666666666,7022600.0
2014-01-23,11.815333333333333,12.1,12.158666666666667,11.561333333333332,7867400.0
2014-01-24,11.856666666666666,11.639999999999999,12.032,11.568733333333334,7664300.0
2014-01-27,11.677333333333333,11.308,11.861333333333333,10.980666666666668,8716400.0
2014-01-28,11.433333333333334,11.892,11.931999999999999,11.4,6093400.0
2014-01-29,11.686666666666667,11.681999999999999,11.939333333333334,11.542066666666667,5935500.0
2014-01-30,11.866666666666667,12.189333333333334,12.318666666666667,11.800666666666666,8565000.0
2014-01-31,11.923333333333332,12.094,12.4,11.900973333333333,6508800.0
2014-02-03,12.192666666666666,11.807333333333334,12.325313333333334,11.677333333333333,6764900.0
2014-02-04,12.046666666666665,11.915333333333333,12.106666666666666,11.746666666666666,4686300.0
2014-02-05,11.886666666666667,11.627999999999998,12.039333333333333,11.290666666666667,7268000.0
2014-02-06,11.753333333333334,11.892,12.007333333333333,11.733333333333333,5841600.0
2014-02-07,12.067333333333332,12.435333333333334,12.442,11.973333333333333,8928500.0
2014-02-10,12.622666666666667,13.104000000000001,13.286666666666667,12.621333333333332,12970700.0
2014-02-11,13.279333333333334,13.108,13.479999999999999,12.846666666666666,10709900.0
2014-02-12,13.052,13.021333333333333,13.217933333333333,12.954666666666666,5173700.0
2014-02-13,12.889333333333333,13.308666666666666,13.514666666666667,12.883333333333333,8029300.0
2014-02-14,13.206666666666665,13.215333333333332,13.458666666666666,13.133333333333333,6158000.0
2014-02-18,13.682933333333333,13.58,13.733333333333333,13.424006666666665,9332800.0
2014-02-19,13.579999999999998,12.909333333333333,13.579999999999998,12.894,16169000.0
2014-02-20,14.334,13.998,14.347333333333333,13.751333333333333,18002300.0
2014-02-21,14.109333333333332,13.973333333333333,14.265333333333333,13.946,7818800.0
2014-02-24,13.917326666666666,14.51,14.557333333333334,13.888,8278400.0
2014-02-25,15.333333333333336,16.533333333333335,17.28,15.230000000000002,32681700.0
2014-02-26,17.238666666666667,16.866666666666667,17.666666666666668,16.5,24604600.0
2014-02-27,17.416666666666668,16.836,17.459999999999997,16.555333333333333,17945800.0
2014-02-28,16.643333333333334,16.320666666666668,16.845333333333333,16.17,14589800.0
2014-03-03,15.817333333333332,16.704,16.776666666666667,15.666,13089300.0
2014-03-04,17.232,16.989333333333335,17.333333333333332,16.855333333333334,8745600.0
2014-03-05,17.11466666666667,16.844,17.132666666666665,16.78666666666667,5935700.0
2014-03-06,16.942666666666664,16.862666666666666,17.166666666666668,16.63,7361100.0
2014-03-07,16.862666666666666,16.414,16.99,16.294,7812300.0
2014-03-10,16.18,15.922666666666666,16.2,15.737333333333334,7728100.0
2014-03-11,15.766666666666666,15.627333333333333,16.306666666666665,15.49508,8810100.0
2014-03-12,15.433333333333334,16.099333333333334,16.5,15.407333333333334,9754400.0
2014-03-13,16.252666666666666,15.852666666666666,16.279333333333334,15.6,6236300.0
2014-03-14,15.686,15.398,15.795766666666665,15.221333333333332,8289700.0
2014-03-17,15.663333333333332,15.598666666666666,15.862,15.366666666666667,5912600.0
2014-03-18,15.796666666666665,16.002666666666666,16.1,15.668000000000001,6242300.0
2014-03-19,16.092666666666666,15.722666666666667,16.103333333333335,15.567333333333332,5071300.0
2014-03-20,15.744,15.660666666666666,15.95,15.557333333333334,3817900.0
2014-03-21,15.734666666666667,15.259333333333332,15.746666666666666,15.166666666666666,8216900.0
2014-03-24,15.316666666666666,14.677999999999999,15.326666666666666,14.018,11328800.0
2014-03-25,14.942666666666666,14.696,15.136666666666667,14.526666666666667,7865400.0
2014-03-26,14.796666666666665,14.197333333333335,14.84,14.090006666666666,6907300.0
2014-03-27,14.158,13.821333333333333,14.24,13.533333333333333,9495700.0
2014-03-28,14.186666666666667,14.158,14.448,14.018,9684800.0
2014-03-31,14.433333333333334,13.896666666666667,14.45,13.759333333333332,8380000.0
2014-04-01,13.934666666666667,14.464666666666666,14.543999999999999,13.905333333333333,7371400.0
2014-04-02,14.666666666666666,15.352666666666666,15.392666666666665,14.536666666666667,10782300.0
2014-04-03,15.353333333333333,15.026666666666667,15.715333333333332,14.799999999999999,10923700.0
2014-04-04,15.067333333333332,14.148333333333333,15.218,14.083333333333334,11345600.0
2014-04-07,13.720666666666666,13.834666666666667,14.413333333333332,13.567333333333332,9855500.0
2014-04-08,14.003333333333334,14.364,14.43266,13.761333333333333,6889300.0
2014-04-09,14.450666666666665,14.462,14.563333333333333,14.059333333333333,5157900.0
2014-04-10,14.454666666666666,13.612666666666666,14.5,13.586006666666666,7211500.0
2014-04-11,13.374,13.585333333333333,13.799999999999999,13.24,9067200.0
2014-04-14,13.84,13.206,13.895999999999999,12.960666666666667,7703000.0
2014-04-15,13.272666666666666,12.927333333333333,13.286,12.288,13659300.0
2014-04-16,13.133333333333333,13.274000000000001,13.332666666666666,12.721333333333332,7202200.0
2014-04-17,13.307333333333334,13.208,13.485999999999999,12.938666666666668,5926800.0
2014-04-21,13.138666666666667,13.625333333333334,13.746666666666666,12.933333333333334,5258200.0
2014-04-22,13.757333333333333,14.575999999999999,14.622,13.667333333333332,9804700.0
2014-04-23,14.422,13.866000000000001,14.449333333333334,13.799999999999999,7295600.0
2014-04-24,14.054,13.857333333333335,14.186666666666667,13.546666666666665,5495200.0
2014-04-25,13.466666666666667,13.323333333333332,13.78,13.176666666666668,6996700.0
2014-04-28,13.333333333333334,13.234,13.585993333333333,12.7,7042000.0
2014-04-29,13.214,13.794666666666666,13.809933333333333,13.03534,5779100.0
2014-04-30,13.573333333333332,13.859333333333332,13.877333333333333,13.418666666666667,4440600.0
2014-05-01,13.805333333333333,13.848666666666666,14.268,13.712666666666665,5439900.0
2014-05-02,13.906666666666666,14.060666666666666,14.090666666666667,13.768,4086800.0
2014-05-05,13.965333333333332,14.440666666666667,14.512666666666666,13.901333333333334,5147000.0
2014-05-06,14.44,13.818666666666667,14.577306666666667,13.79,5636700.0
2014-05-07,13.975999999999999,13.423333333333334,14.013333333333332,13.15,10179300.0
2014-05-08,12.133333333333333,11.906,12.96,11.866666666666667,20056600.0
2014-05-09,11.990666666666668,12.150666666666666,12.226666666666667,11.814666666666666,8495200.0
2014-05-12,12.258000000000001,12.311333333333332,12.479333333333333,11.991999999999999,7002300.0
2014-05-13,12.250666666666666,12.677333333333333,12.756,12.2,7097200.0
2014-05-14,12.596666666666666,12.708,12.898666666666665,12.473333333333333,5406700.0
2014-05-15,12.665333333333333,12.572666666666667,12.843993333333332,12.353333333333333,6040400.0
2014-05-16,12.596666666666666,12.770666666666667,12.802666666666665,12.514666666666667,4487700.0
2014-05-19,12.714666666666666,13.072666666666667,13.126,12.666666666666666,4571700.0
2014-05-20,13.129333333333333,13.020000000000001,13.288666666666668,12.87134,5546100.0
2014-05-21,13.078666666666667,13.296666666666665,13.324666666666667,12.985999999999999,5285400.0
2014-05-22,13.356666666666666,13.658666666666667,13.792,13.304026666666665,6214500.0
2014-05-23,13.635333333333334,13.82,13.850666666666665,13.5,4006800.0
2014-05-27,13.901333333333334,14.104000000000001,14.258000000000001,13.846666666666666,5341100.0
2014-05-28,14.001333333333333,14.016,14.184666666666667,13.684,5495100.0
2014-05-29,14.037999999999998,14.016,14.166,13.847999999999999,3692500.0
2014-05-30,14.020000000000001,13.851333333333335,14.32,13.801333333333334,5581100.0
2014-06-02,13.822000000000001,13.646666666666667,13.956666666666665,13.444666666666665,4655100.0
2014-06-03,13.566,13.662666666666667,13.866666666666667,13.506,3860800.0
2014-06-04,13.623333333333333,13.599333333333334,13.750666666666666,13.359733333333333,3427400.0
2014-06-05,13.631333333333332,13.793333333333333,13.946666666666665,13.603333333333333,4054600.0
2014-06-06,13.983333333333333,13.878066666666665,14.054,13.812,3073800.0
2014-06-09,13.863333333333332,13.687333333333333,13.999333333333334,13.613333333333332,2805700.0
2014-06-10,13.628666666666668,13.486666666666668,13.798,13.436666666666667,3514700.0
2014-06-11,13.433333333333334,13.631333333333334,13.666666666666666,13.2834,3977500.0
2014-06-12,13.673333333333332,13.568000000000001,13.991999999999999,13.514000000000001,5993700.0
2014-06-13,13.652,13.761333333333333,13.786,13.438933333333333,3544300.0
2014-06-16,13.783999999999999,14.974,15.032666666666668,13.750666666666666,13193100.0
2014-06-17,14.940666666666667,15.444666666666667,15.702666666666666,14.856666666666666,13246700.0
2014-06-18,15.433333333333334,15.141333333333334,15.447333333333333,15.074666666666667,6940200.0
2014-06-19,15.258666666666667,15.186,15.687333333333333,15.133333333333333,8793100.0
2014-06-20,15.234666666666667,15.306000000000001,15.419333333333332,15.079999999999998,4903900.0
2014-06-23,15.300666666666666,15.814666666666666,15.932666666666668,15.214666666666666,7791100.0
2014-06-24,15.931333333333333,15.5,16.125333333333334,15.441853333333334,8075900.0
2014-06-25,15.536666666666667,15.792733333333333,15.836666666666668,15.349333333333334,5801600.0
2014-06-26,15.811333333333332,15.706666666666667,16.026666666666667,15.614066666666668,5121400.0
2014-06-27,15.645999999999999,15.937333333333333,16.0,15.63334,5635000.0
2014-06-30,15.97,16.004,16.299333333333333,15.933333333333334,4828600.0
2014-07-01,16.164,15.981333333333334,16.229333333333333,15.913333333333332,4336100.0
2014-07-02,16.044,15.295,16.155333333333335,15.138,8027400.0
2014-07-03,15.419333333333332,15.283333333333333,15.459893333333333,14.933333333333334,5166700.0
2014-07-07,15.166666666666666,14.844,15.318666666666667,14.693333333333333,5893700.0
2014-07-08,14.576666666666666,14.604666666666667,14.730666666666666,14.284666666666666,7836200.0
2014-07-09,14.751333333333333,14.870666666666667,14.948,14.614,4115400.0
2014-07-10,14.478666666666667,14.630666666666666,14.814666666666666,14.402666666666667,4863900.0
2014-07-11,14.707333333333334,14.542,14.773333333333333,14.506666666666666,3302300.0
2014-07-14,14.666,15.113333333333333,15.252666666666666,14.363346666666667,7203200.0
2014-07-15,15.115333333333332,14.638666666666667,15.176666666666668,14.54,5718500.0
2014-07-16,14.787999999999998,14.477333333333332,14.986666666666666,14.454666666666666,4044500.0
2014-07-17,14.410666666666666,14.360000000000001,14.703333333333333,14.24,4649400.0
2014-07-18,14.396666666666667,14.668006666666667,14.747333333333334,14.395333333333333,4253700.0
2014-07-21,14.483333333333333,14.702666666666666,14.880666666666666,14.448,3822200.0
2014-07-22,14.812666666666667,14.638666666666667,14.886666666666667,14.60742,2730000.0
2014-07-23,14.667333333333332,14.832666666666666,14.983333333333333,14.628666666666668,3083300.0
2014-07-24,14.883333333333333,14.902666666666667,15.006666666666666,14.72,3245500.0
2014-07-25,14.847999999999999,14.904666666666666,15.131333333333332,14.783333333333333,3087100.0
2014-07-28,14.95,14.988,15.466666666666667,14.760133333333332,6514300.0
2014-07-29,15.107333333333335,15.000666666666666,15.22,14.990666666666668,3382400.0
2014-07-30,14.794666666666666,15.261333333333333,15.306666666666667,14.735999999999999,4917600.0
2014-07-31,15.283999999999999,14.886666666666667,15.426666666666668,14.766666666666666,7678300.0
2014-08-01,15.072666666666667,15.551333333333334,15.833333333333334,15.066666666666666,11895800.0
2014-08-04,15.625333333333332,15.901333333333334,16.03333333333333,15.551333333333334,5959700.0
2014-08-05,15.831333333333333,15.899333333333335,16.199333333333335,15.712666666666665,5371300.0
2014-08-06,15.926666666666668,16.59534,16.761333333333333,15.905333333333333,9235500.0
2014-08-07,16.674666666666667,16.826,17.11253333333333,16.608,7464700.0
2014-08-08,16.744,16.541999999999998,16.784,16.433333333333334,5090100.0
2014-08-11,17.032,17.288,17.582666666666668,17.0,8072500.0
2014-08-12,17.205333333333332,17.330666666666666,17.353333333333335,16.972006666666665,6382300.0
2014-08-13,17.467333333333332,17.354,17.709333333333333,17.307333333333332,6919000.0
2014-08-14,17.499333333333333,17.425333333333334,17.53333333333333,17.236,4122800.0
2014-08-15,17.432000000000002,17.467333333333332,17.472666666666665,17.233333333333334,3857500.0
2014-08-18,17.55,17.329333333333334,17.817333333333334,17.316666666666666,5836800.0
2014-08-19,17.258,17.11733333333333,17.288666666666664,16.77466666666667,5334800.0
2014-08-20,16.977999999999998,17.047333333333334,17.249333333333333,16.866666666666667,3015500.0
2014-08-21,17.101333333333333,16.956,17.253333333333334,16.884,2915600.0
2014-08-22,16.96933333333333,17.118666666666666,17.129993333333335,16.840666666666667,2833400.0
2014-08-25,17.212666666666667,17.503333333333334,17.578666666666667,17.212666666666667,4308000.0
2014-08-26,17.665333333333333,17.449333333333335,17.7,17.444000000000003,3818000.0
2014-08-27,17.566666666666666,17.55,17.616,17.352666666666668,2985100.0
2014-08-28,17.459333333333333,17.590666666666667,17.632,17.442666666666664,2844900.0
2014-08-29,17.913333333333334,17.98,18.133333333333333,17.834,6447100.0
2014-09-02,18.366666666666667,18.941333333333333,18.992666666666665,18.28666666666667,9804100.0
2014-09-03,19.178,18.746,19.2,18.673333333333336,6772300.0
2014-09-04,18.933999999999997,19.069333333333336,19.428,18.69333333333333,8315700.0
2014-09-05,18.836666666666666,18.492666666666665,18.86,18.167333333333332,11169900.0
2014-09-08,18.508,18.807333333333336,18.992,18.50151333333333,5501600.0
2014-09-09,18.866,18.565333333333335,19.032666666666668,18.466666666666665,4558800.0
2014-09-10,18.633333333333333,18.740000000000002,18.76066666666667,18.244,3781300.0
2014-09-11,18.697333333333333,18.687333333333335,18.986,18.575333333333333,3766100.0
2014-09-12,18.7,18.613333333333333,18.826,18.466666666666665,3324600.0
2014-09-15,18.291333333333334,16.924,18.293333333333333,16.608666666666664,16455400.0
2014-09-16,17.010000000000005,17.38266666666667,17.497333333333334,16.828000000000003,8300100.0
2014-09-17,17.494,17.425333333333334,17.646666666666665,17.3,5177700.0
2014-09-18,17.557333333333332,17.588,17.706666666666667,17.488,3692600.0
2014-09-19,17.199333333333335,17.288,17.42866666666667,17.018,6810900.0
2014-09-22,17.0,16.668666666666667,17.067999999999998,16.314,8214100.0
2014-09-23,16.348,16.694,16.92,16.333333333333332,5658700.0
2014-09-24,16.741333333333333,16.80933333333333,16.856,16.46933333333333,3739005.0
2014-09-25,16.834666666666667,16.46333333333333,16.997333333333334,16.406666666666666,4828483.0
2014-09-26,16.550000000000004,16.44,16.64866666666667,16.40466666666667,3798841.0
2014-09-29,16.266666666666666,16.350666666666665,16.576,16.092,4854687.0
2014-09-30,16.461333333333332,16.17866666666667,16.51,16.008326666666665,4248127.0
2014-10-01,16.146666666666665,16.016000000000002,16.177333333333333,15.71,5946510.0
2014-10-02,16.68,16.761333333333333,16.852666666666664,16.357333333333333,9002001.0
2014-10-03,16.870666666666665,17.014,17.1,16.735533333333333,5408665.0
2014-10-06,17.275333333333332,17.374666666666666,17.499333333333333,17.186666666666667,7719055.0
2014-10-07,17.23533333333333,17.304666666666666,17.430666666666664,17.048666666666666,4491569.0
2014-10-08,17.34,17.28533333333333,17.525333333333332,16.842666666666666,5062615.0
2014-10-09,17.483333333333334,17.134,17.70266666666667,16.96,7361316.0
2014-10-10,16.30933333333333,15.794,16.392666666666667,15.68,12898275.0
2014-10-13,15.904666666666666,14.972666666666667,15.930853333333332,14.733333333333333,11276552.0
2014-10-14,15.216666666666667,15.137333333333334,15.498,14.866666666666667,7112339.0
2014-10-15,14.666666666666666,15.313333333333333,15.399333333333333,14.488,9151648.0
2014-10-16,14.648,15.09,15.328,14.606666666666666,5404565.0
2014-10-17,15.558666666666666,15.165333333333333,15.651333333333334,15.103333333333333,10551850.0
2014-10-20,15.114666666666666,15.364666666666666,15.493333333333334,15.033999999999999,3499686.0
2014-10-21,15.618,15.689333333333334,15.692666666666666,15.386666666666667,4130345.0
2014-10-22,15.546,15.406666666666666,15.825999999999999,15.370666666666667,4123397.0
2014-10-23,15.643666666666666,15.686,15.752,15.466666666666667,3499882.0
2014-10-24,15.751333333333333,15.682666666666668,15.853333333333333,15.413333333333332,3466927.0
2014-10-27,15.616666666666667,14.777999999999999,15.640666666666668,14.687333333333333,9553348.0
2014-10-28,15.306666666666667,16.18466666666667,16.306666666666665,15.216666666666667,10516297.0
2014-10-29,16.075333333333333,15.873333333333333,16.1,15.709333333333332,4967640.0
2014-10-30,15.876,15.910666666666666,16.03333333333333,15.670666666666667,3228371.0
2014-10-31,16.167333333333332,16.113333333333333,16.208,15.916666666666666,3775327.0
2014-11-03,16.2,16.172666666666668,16.504,16.088,4207268.0
2014-11-04,16.032666666666668,15.928666666666667,16.156666666666666,15.768666666666666,3682572.0
2014-11-05,16.066666666666666,15.398,16.090666666666667,15.368666666666666,9045925.0
2014-11-06,15.632666666666667,16.081333333333333,16.445999999999998,15.233333333333333,15354717.0
2014-11-07,16.146,16.013333333333332,16.189326666666666,15.813333333333333,5161023.0
2014-11-10,15.940666666666667,16.128666666666668,16.192,15.786666666666667,4577208.0
2014-11-11,16.17,16.738666666666667,16.788,16.133333333333333,7952565.0
2014-11-12,16.648,16.606666666666666,16.822666666666667,16.372,5870818.0
2014-11-13,16.708,16.779999999999998,17.05,16.683333333333334,6236036.0
2014-11-14,16.666666666666668,17.245333333333335,17.256666666666668,16.566666666666666,6101145.0
2014-11-17,17.166,16.932,17.266666666666666,16.801333333333332,4025695.0
2014-11-18,17.057333333333332,17.18,17.332666666666668,17.034,4474294.0
2014-11-19,16.707333333333334,16.516000000000002,16.791999999999998,16.37333333333333,7918486.0
2014-11-20,16.529999999999998,16.580666666666666,16.728666666666665,16.4,3587220.0
2014-11-21,16.814,16.185333333333332,16.852,16.144666666666666,7485059.0
2014-11-24,16.346666666666664,16.448,16.506666666666668,16.042666666666666,4789708.0
2014-11-25,16.490000000000002,16.539333333333335,16.648000000000003,16.406033333333337,3159804.0
2014-11-26,16.556,16.562666666666665,16.6,16.44002,1981819.0
2014-11-28,16.35666666666667,16.301333333333336,16.445993333333337,16.168000000000003,2119688.0
2014-12-01,16.077333333333332,15.442666666666666,16.164666666666665,15.267333333333333,8619351.0
2014-12-02,15.638,15.428666666666667,15.658666666666667,15.2,5887046.0
2014-12-03,15.083333333333334,15.286666666666667,15.314666666666666,15.033333333333333,5307733.0
2014-12-04,15.24,15.218666666666667,15.393333333333333,15.187333333333333,3879208.0
2014-12-05,15.244666666666665,14.914,15.2926,14.817333333333332,6063619.0
2014-12-08,14.769333333333332,14.290666666666668,14.990666666666668,14.156,9225619.0
2014-12-09,13.956,14.459333333333332,14.515293333333332,13.618,9431502.0
2014-12-10,14.275333333333332,13.989333333333333,14.451333333333334,13.846666666666666,7314139.0
2014-12-11,14.035333333333334,13.925333333333333,14.362,13.882,6694398.0
2014-12-12,13.654666666666666,13.8,14.112,13.633333333333333,7173782.0
2014-12-15,13.952666666666666,13.602666666666666,13.986666666666666,13.511333333333333,5218252.0
2014-12-16,13.392666666666665,13.187333333333333,13.578666666666667,13.024666666666667,8426105.0
2014-12-17,12.870666666666667,13.721333333333332,13.776666666666667,12.843333333333334,7367834.0
2014-12-18,14.158666666666667,14.550666666666666,14.562666666666667,14.120000000000001,7483349.0
2014-12-19,14.679333333333332,14.619333333333334,14.693333333333333,14.299999999999999,6910461.0
2014-12-22,14.666666666666666,14.84,14.937333333333333,14.550666666666666,4806917.0
2014-12-23,14.920666666666667,14.731333333333334,14.954333333333333,14.634946666666666,4513321.0
2014-12-24,14.651333333333334,14.817333333333332,14.833333333333334,14.616666666666667,1333518.0
2014-12-26,14.767333333333333,15.187999999999999,15.233333333333333,14.766666666666666,3327016.0
2014-12-29,15.126666666666667,15.047333333333334,15.193999999999999,14.934666666666667,2811828.0
2014-12-30,14.932666666666668,14.815333333333333,15.0436,14.76,2903242.0
2014-12-31,14.872666666666667,14.827333333333334,15.045333333333334,14.816666666666666,2402097.0
2015-01-02,14.858,14.620666666666667,14.883333333333333,14.217333333333332,4764443.0
2015-01-05,14.303333333333335,14.006,14.433333333333334,13.810839999999999,5368477.0
2015-01-06,14.004,14.085333333333333,14.28,13.614,6261936.0
2015-01-07,14.223333333333333,14.063333333333333,14.318666666666667,13.985333333333333,2968390.0
2015-01-08,14.187333333333333,14.041,14.253326666666666,14.000666666666666,3442509.0
2015-01-09,13.927999999999999,13.777333333333333,13.998666666666665,13.664,4580722.0
2015-01-12,13.536666666666667,13.480666666666668,13.631333333333332,13.283333333333333,5950280.0
2015-01-13,13.554666666666666,13.616666666666667,13.840666666666667,13.394066666666667,4477320.0
2015-01-14,12.388666666666667,12.846,13.013333333333332,12.333333333333334,11551855.0
2015-01-15,12.966000000000001,12.791333333333334,13.049993333333333,12.666666666666666,5216524.0
2015-01-16,12.713333333333333,12.871333333333332,12.966000000000001,12.643333333333334,3603158.0
2015-01-20,12.924666666666667,12.795333333333334,12.941326666666667,12.469333333333333,4503182.0
2015-01-21,12.636666666666667,13.104666666666667,13.245333333333333,12.633999999999999,4153043.0
2015-01-22,13.133333333333333,13.441333333333334,13.549333333333333,13.013333333333332,4116905.0
2015-01-23,13.352666666666666,13.419333333333332,13.566666666666666,13.222000000000001,3442371.0
2015-01-26,13.455333333333334,13.770000000000001,13.908,13.403333333333334,3234522.0
2015-01-27,13.627999999999998,13.732,13.868666666666666,13.553333333333335,2781024.0
2015-01-28,13.740666666666668,13.291333333333334,13.757866666666667,13.228,3149606.0
2015-01-29,13.404666666666666,13.68,13.732,13.1,3548106.0
2015-01-30,13.597333333333333,13.573333333333332,13.831333333333333,13.533333333333333,3006959.0
2015-02-02,13.597999999999999,14.062666666666667,14.129993333333333,13.553333333333335,4149186.0
2015-02-03,14.214666666666666,14.557333333333334,14.691333333333333,14.084666666666667,4826244.0
2015-02-04,14.552666666666665,14.57,14.765266666666667,14.453333333333333,3305377.0
2015-02-05,14.658666666666667,14.732666666666667,15.031999999999998,14.642533333333333,3522947.0
2015-02-06,14.799999999999999,14.490666666666668,14.893333333333333,14.43334,3243931.0
2015-02-09,14.358666666666666,14.498666666666667,14.528666666666666,14.132666666666667,3472423.0
2015-02-10,14.503333333333334,14.419333333333332,14.7,14.333333333333334,5390542.0
2015-02-11,14.147333333333334,14.186666666666667,14.316,13.818666666666667,9769102.0
2015-02-12,12.904666666666666,13.525333333333332,13.539213333333333,12.885333333333334,15649607.0
2015-02-13,13.526666666666667,13.584666666666667,13.732666666666667,13.394,6191003.0
2015-02-17,13.713333333333333,13.623333333333333,13.713333333333333,13.433333333333334,3979647.0
2015-02-18,13.611333333333333,13.630666666666666,13.744666666666665,13.506666666666666,2713598.0
2015-02-19,13.666666666666666,14.113666666666667,14.162666666666667,13.583333333333334,5154148.0
2015-02-20,14.052,14.474,14.506666666666666,13.987333333333334,5982089.0
2015-02-23,14.377333333333333,13.822333333333335,14.546666666666665,13.755333333333335,8499775.0
2015-02-24,13.819333333333333,13.607333333333335,13.819333333333333,13.446666666666665,6603560.0
2015-02-25,13.662666666666667,13.584,13.809333333333333,13.505333333333335,3909520.0
2015-02-26,13.6,13.812666666666667,14.072666666666667,13.481333333333334,6472855.0
2015-02-27,13.793333333333333,13.556000000000001,13.903333333333334,13.520000000000001,3882084.0
2015-03-02,13.513333333333332,13.155,13.556,13.055,7922065.0
2015-03-03,13.120666666666667,13.304,13.349566666666668,13.021333333333333,4432329.0
2015-03-04,13.283333333333333,13.495666666666667,13.501333333333333,13.147333333333334,4221962.0
2015-03-05,13.523333333333333,13.375333333333334,13.746,13.343333333333334,4877015.0
2015-03-06,13.280666666666667,12.925333333333333,13.383333333333333,12.810066666666668,6712438.0
2015-03-09,12.959333333333332,12.725333333333333,12.966000000000001,12.55,6736724.0
2015-03-10,12.564,12.687999999999999,12.9,12.506666666666666,5579691.0
2015-03-11,12.743333333333334,12.916,13.078666666666667,12.734,4974871.0
2015-03-12,12.916666666666666,12.738,12.963333333333333,12.65,4149294.0
2015-03-13,12.596666666666666,12.578666666666667,12.783333333333333,12.488,5434298.0
2015-03-16,12.8,13.046666666666665,13.060666666666666,12.653333333333334,5628783.0
2015-03-17,13.028666666666666,12.982,13.247333333333334,12.929333333333332,4894052.0
2015-03-18,12.997333333333334,13.380666666666666,13.392,12.874,4820936.0
2015-03-19,13.466666666666667,13.043333333333333,13.639333333333333,12.968666666666666,8475244.0
2015-03-20,13.163333333333332,13.205333333333334,13.266,13.041400000000001,4269467.0
